z,y,x,conf,tile_z,tile_y,tile_x,local_z
188.000,871.731,1719.500,0.818779,0,1,3,188
189.000,870.536,1718.098,0.726733,0,1,3,189
190.000,869.844,1716.948,0.736377,0,1,3,190
191.000,869.150,1716.994,0.671399,0,1,3,191
192.000,868.042,1716.797,0.382222,0,1,3,192
192.000,864.452,1712.517,0.358065,0,1,3,192
192.000,866.167,1715.077,0.238981,0,1,3,192
192.000,862.459,1710.585,0.147213,0,1,3,192
192.000,869.255,1718.915,0.116586,0,1,3,192
194.000,851.995,1701.696,0.192958,0,1,3,194
194.000,853.420,1702.898,0.110023,0,1,3,194
131.000,739.907,2184.397,0.118499,0,1,4,131
132.000,739.821,2184.329,0.632976,0,1,4,132
133.000,739.930,2184.489,0.837232,0,1,4,133
134.000,739.831,2184.736,0.866249,0,1,4,134
135.000,738.999,2185.030,0.830447,0,1,4,135
136.000,738.249,2185.242,0.825882,0,1,4,136
137.000,736.936,2185.437,0.794444,0,1,4,137
138.000,735.559,2185.468,0.674639,0,1,4,138
139.000,733.245,2185.997,0.694603,0,1,4,139
140.000,730.793,2186.270,0.447787,0,1,4,140
140.000,729.837,2187.027,0.161924,0,1,4,140
141.000,727.310,2187.563,0.129804,0,1,4,141
181.000,635.073,2367.352,0.258325,0,1,4,181
181.000,635.957,2368.708,0.167608,0,1,4,181
182.000,634.446,2368.577,0.490510,0,1,4,182
182.000,634.154,2367.598,0.476225,0,1,4,182
182.000,918.589,2211.446,0.144264,0,1,4,182
182.000,633.479,2368.485,0.136675,0,1,4,182
183.000,634.202,2368.639,0.657885,0,1,4,183
184.000,634.054,2369.663,0.183534,0,1,4,184
184.000,633.258,2370.499,0.160735,0,1,4,184
185.000,634.468,2371.417,0.143794,0,1,4,185
186.000,634.466,2371.473,0.136815,0,1,4,186
131.000,938.639,2793.375,0.547670,0,1,5,131
131.000,939.224,2791.517,0.125207,0,1,5,131
131.000,940.515,2792.543,0.111791,0,1,5,131
132.000,938.835,2793.175,0.623599,0,1,5,132
132.000,939.212,2792.048,0.147572,0,1,5,132
133.000,938.843,2793.105,0.387014,0,1,5,133
134.000,938.662,2792.856,0.717676,0,1,5,134
134.000,939.495,2791.913,0.198315,0,1,5,134
135.000,939.138,2792.688,0.730034,0,1,5,135
136.000,940.051,2792.559,0.661969,0,1,5,136
137.000,940.839,2792.300,0.699354,0,1,5,137
138.000,941.223,2791.809,0.719551,0,1,5,138
139.000,941.525,2791.721,0.746194,0,1,5,139
140.000,942.284,2791.764,0.722932,0,1,5,140
141.000,942.964,2792.324,0.620443,0,1,5,141
142.000,942.969,2792.527,0.750667,0,1,5,142
143.000,943.162,2792.758,0.752918,0,1,5,143
143.000,943.174,2791.705,0.402414,0,1,5,143
144.000,942.848,2792.902,0.730829,0,1,5,144
144.000,943.073,2791.743,0.245014,0,1,5,144
145.000,942.372,2793.064,0.662965,0,1,5,145
145.000,942.755,2791.758,0.110770,0,1,5,145
146.000,942.232,2793.123,0.380805,0,1,5,146
201.000,720.253,2749.172,0.130242,0,1,5,201
32.000,1391.029,1019.631,0.169546,0,2,1,32
33.000,1392.187,1019.269,0.140677,0,2,1,33
60.000,1532.412,862.295,0.135268,0,2,1,60
155.000,1453.093,1006.825,0.118991,0,2,1,155
156.000,1451.904,1006.618,0.121395,0,2,1,156
2.000,1308.217,1221.408,0.695383,0,2,2,2
3.000,1307.672,1221.503,0.671946,0,2,2,3
4.000,1306.855,1221.931,0.618847,0,2,2,4
5.000,1306.481,1222.854,0.534667,0,2,2,5
5.000,1305.609,1223.057,0.135925,0,2,2,5
6.000,1306.443,1223.232,0.287267,0,2,2,6
6.000,1305.144,1223.416,0.247308,0,2,2,6
11.000,1522.017,1196.462,0.122175,0,2,2,11
11.000,1521.440,1197.455,0.119888,0,2,2,11
12.000,1521.031,1198.622,0.646052,0,2,2,12
12.000,1521.716,1196.919,0.453212,0,2,2,12
13.000,1520.928,1196.513,0.723453,0,2,2,13
13.000,1520.549,1197.735,0.549982,0,2,2,13
14.000,1519.962,1195.750,0.776234,0,2,2,14
15.000,1518.848,1194.649,0.760951,0,2,2,15
15.000,1064.487,1399.240,0.631039,0,2,2,15
16.000,1066.830,1396.350,0.683016,0,2,2,16
16.000,1068.404,1398.228,0.637670,0,2,2,16
16.000,1516.973,1193.156,0.610779,0,2,2,16
17.000,1515.571,1192.208,0.672025,0,2,2,17
17.000,1069.601,1393.851,0.668120,0,2,2,17
17.000,1069.641,1396.887,0.419895,0,2,2,17
18.000,1514.312,1191.145,0.638232,0,2,2,18
18.000,1070.617,1393.368,0.606511,0,2,2,18
18.000,1069.679,1396.477,0.225868,0,2,2,18
19.000,1513.448,1189.981,0.662614,0,2,2,19
19.000,1071.205,1392.385,0.601238,0,2,2,19
19.000,1069.584,1394.824,0.181216,0,2,2,19
19.000,1514.690,1190.906,0.129630,0,2,2,19
20.000,1512.284,1189.750,0.635197,0,2,2,20
20.000,1071.234,1392.871,0.583522,0,2,2,20
20.000,1513.487,1189.307,0.173118,0,2,2,20
21.000,1070.526,1393.705,0.635728,0,2,2,21
21.000,1511.337,1189.061,0.590558,0,2,2,21
21.000,1513.130,1188.580,0.114078,0,2,2,21
22.000,1069.679,1395.039,0.695728,0,2,2,22
22.000,1511.730,1188.436,0.460367,0,2,2,22
22.000,1512.451,1189.247,0.121025,0,2,2,22
22.000,1067.831,1397.467,0.100344,0,2,2,22
23.000,1070.116,1396.033,0.719804,0,2,2,23
23.000,1069.850,1396.978,0.406191,0,2,2,23
23.000,1512.147,1188.604,0.405998,0,2,2,23
23.000,1067.790,1397.777,0.224738,0,2,2,23
23.000,1509.256,1185.953,0.133443,0,2,2,23
24.000,1067.802,1398.263,0.634344,0,2,2,24
24.000,1068.540,1397.250,0.632970,0,2,2,24
24.000,1514.317,1189.071,0.503154,0,2,2,24
24.000,1513.219,1186.341,0.160258,0,2,2,24
25.000,1066.694,1398.965,0.627929,0,2,2,25
25.000,1513.795,1188.460,0.619119,0,2,2,25
25.000,1501.054,1122.713,0.469417,0,2,2,25
26.000,1512.863,1188.274,0.618078,0,2,2,26
26.000,1500.970,1122.833,0.270998,0,2,2,26
26.000,1419.961,1124.394,0.138822,0,2,2,26
26.000,1512.540,1189.524,0.111491,0,2,2,26
27.000,1512.321,1189.003,0.589966,0,2,2,27
27.000,1500.377,1122.879,0.176833,0,2,2,27
27.000,1511.946,1190.103,0.167857,0,2,2,27
28.000,1512.239,1188.963,0.405328,0,2,2,28
28.000,1512.068,1190.639,0.132921,0,2,2,28
28.000,1510.852,1187.903,0.132093,0,2,2,28
29.000,1512.737,1188.938,0.114120,0,2,2,29
30.000,1500.459,1127.041,0.176941,0,2,2,30
30.000,1520.371,1192.076,0.101289,0,2,2,30
31.000,1499.592,1127.649,0.280346,0,2,2,31
31.000,1522.911,1203.757,0.249537,0,2,2,31
32.000,1498.428,1128.203,0.149949,0,2,2,32
33.000,1497.370,1128.769,0.320378,0,2,2,33
34.000,1497.263,1128.803,0.678127,0,2,2,34
35.000,1497.171,1128.973,0.781102,0,2,2,35
36.000,1496.613,1129.601,0.762441,0,2,2,36
36.000,1496.867,1131.539,0.110542,0,2,2,36
37.000,1496.107,1129.901,0.707564,0,2,2,37
38.000,1495.363,1128.934,0.693785,0,2,2,38
39.000,1494.176,1127.713,0.429751,0,2,2,39
40.000,1492.070,1124.564,0.221381,0,2,2,40
47.000,1502.018,1079.567,0.118864,0,2,2,47
48.000,1501.457,1079.700,0.130160,0,2,2,48
54.000,1460.328,1146.980,0.340426,0,2,2,54
55.000,1460.046,1146.961,0.702445,0,2,2,55
56.000,1459.156,1147.479,0.668396,0,2,2,56
57.000,1458.224,1147.597,0.768135,0,2,2,57
58.000,1457.353,1147.359,0.790038,0,2,2,58
59.000,1456.790,1147.129,0.745967,0,2,2,59
59.000,1216.781,1035.552,0.293311,0,2,2,59
59.000,1456.062,1146.172,0.198769,0,2,2,59
60.000,1456.908,1147.028,0.335853,0,2,2,60
84.000,1441.640,1186.095,0.664276,0,2,2,84
85.000,1441.749,1185.892,0.591650,0,2,2,85
85.000,1440.878,1183.688,0.192812,0,2,2,85
86.000,1441.254,1185.020,0.607718,0,2,2,86
86.000,1440.599,1183.446,0.438249,0,2,2,86
87.000,1440.060,1184.536,0.619195,0,2,2,87
87.000,1506.312,1206.744,0.309030,0,2,2,87
88.000,1438.787,1183.476,0.672427,0,2,2,88
89.000,1437.663,1182.694,0.240840,0,2,2,89
97.000,1518.913,1120.769,0.517381,0,2,2,97
98.000,1518.048,1120.682,0.458958,0,2,2,98
99.000,1517.703,1120.811,0.112982,0,2,2,99
103.000,1403.532,1048.702,0.179008,0,2,2,103
107.000,1517.932,1195.482,0.219169,0,2,2,107
108.000,1516.202,1197.471,0.515784,0,2,2,108
108.000,1516.618,1196.787,0.132275,0,2,2,108
109.000,1515.534,1197.869,0.841643,0,2,2,109
110.000,1514.986,1198.041,0.825930,0,2,2,110
111.000,1514.837,1198.310,0.440717,0,2,2,111
114.000,1507.234,1189.774,0.108537,0,2,2,114
115.000,1506.442,1189.175,0.307513,0,2,2,115
115.000,1507.295,1190.698,0.109492,0,2,2,115
116.000,1506.244,1189.254,0.183846,0,2,2,116
119.000,1532.618,1287.406,0.171782,0,2,2,119
120.000,1532.672,1284.810,0.207841,0,2,2,120
120.000,1533.043,1287.046,0.143846,0,2,2,120
121.000,1532.104,1283.901,0.272429,0,2,2,121
122.000,1531.000,1283.484,0.222959,0,2,2,122
123.000,1529.863,1283.094,0.182392,0,2,2,123
124.000,1445.372,1121.856,0.461118,0,2,2,124
124.000,1446.395,1121.824,0.131983,0,2,2,124
125.000,1444.811,1122.208,0.792293,0,2,2,125
126.000,1444.397,1122.182,0.785619,0,2,2,126
126.000,1508.911,1104.290,0.177534,0,2,2,126
127.000,1444.024,1121.887,0.775662,0,2,2,127
128.000,1443.398,1121.446,0.631211,0,2,2,128
129.000,1442.375,1120.961,0.127949,0,2,2,129
131.000,1373.392,1441.038,0.223508,0,2,2,131
132.000,1372.528,1441.108,0.691665,0,2,2,132
133.000,1371.771,1440.940,0.802665,0,2,2,133
134.000,1370.857,1440.731,0.738373,0,2,2,134
135.000,1370.239,1440.313,0.655697,0,2,2,135
136.000,1370.182,1439.729,0.632192,0,2,2,136
136.000,1370.433,1440.062,0.161778,0,2,2,136
137.000,1369.633,1439.494,0.238448,0,2,2,137
143.000,1419.873,1105.582,0.218407,0,2,2,143
143.000,1352.635,1425.126,0.101300,0,2,2,143
144.000,1354.752,1424.312,0.105708,0,2,2,144
144.000,1357.446,1422.794,0.104572,0,2,2,144
145.000,1477.673,1515.046,0.250841,0,2,2,145
146.000,1507.584,1272.843,0.250432,0,2,2,146
147.000,1513.428,1251.312,0.238083,0,2,2,147
147.000,1506.969,1272.800,0.181332,0,2,2,147
148.000,1511.844,1308.269,0.354219,0,2,2,148
148.000,1513.626,1251.680,0.338103,0,2,2,148
148.000,1533.759,1150.136,0.247696,0,2,2,148
149.000,1511.195,1307.811,0.702258,0,2,2,149
149.000,1514.299,1252.056,0.514519,0,2,2,149
149.000,1533.460,1152.020,0.133652,0,2,2,149
150.000,1514.298,1252.729,0.747370,0,2,2,150
150.000,1510.772,1306.923,0.513715,0,2,2,150
150.000,1510.495,1305.782,0.456938,0,2,2,150
150.000,1514.066,1254.181,0.146271,0,2,2,150
151.000,1513.697,1253.448,0.796709,0,2,2,151
151.000,1509.730,1305.096,0.614873,0,2,2,151
151.000,1510.668,1306.810,0.605748,0,2,2,151
152.000,1513.284,1252.951,0.751051,0,2,2,152
152.000,1509.831,1307.562,0.631803,0,2,2,152
152.000,1508.528,1304.651,0.448733,0,2,2,152
153.000,1513.217,1251.690,0.761446,0,2,2,153
153.000,1410.686,1110.068,0.732019,0,2,2,153
153.000,1508.730,1307.764,0.625719,0,2,2,153
153.000,1507.298,1304.428,0.279998,0,2,2,153
154.000,1410.242,1109.851,0.779244,0,2,2,154
154.000,1512.301,1250.909,0.666145,0,2,2,154
154.000,1507.320,1308.509,0.356373,0,2,2,154
155.000,1409.971,1109.812,0.639055,0,2,2,155
155.000,1509.697,1247.856,0.204933,0,2,2,155
155.000,1410.936,1109.590,0.153621,0,2,2,155
155.000,1510.648,1249.549,0.109862,0,2,2,155
156.000,1409.037,1108.561,0.597966,0,2,2,156
156.000,1396.130,1274.659,0.254265,0,2,2,156
156.000,1498.099,1274.622,0.116719,0,2,2,156
157.000,1407.848,1108.167,0.673070,0,2,2,157
157.000,1393.636,1273.173,0.433410,0,2,2,157
157.000,1394.021,1274.060,0.411465,0,2,2,157
157.000,1530.128,1160.394,0.160973,0,2,2,157
158.000,1392.587,1273.074,0.718096,0,2,2,158
158.000,1406.743,1108.320,0.669776,0,2,2,158
158.000,1407.381,1108.917,0.418223,0,2,2,158
159.000,1391.878,1273.029,0.707210,0,2,2,159
159.000,1407.135,1108.960,0.609631,0,2,2,159
159.000,1483.785,1274.269,0.165687,0,2,2,159
159.000,1404.995,1106.859,0.150185,0,2,2,159
159.000,1483.946,1273.244,0.131029,0,2,2,159
160.000,1391.041,1272.953,0.221654,0,2,2,160
160.000,1406.871,1109.889,0.102371,0,2,2,160
161.000,1390.448,1273.037,0.344541,0,2,2,161
162.000,1389.358,1273.217,0.375651,0,2,2,162
163.000,1388.271,1272.997,0.399702,0,2,2,163
164.000,1386.499,1272.478,0.617991,0,2,2,164
164.000,1386.731,1273.513,0.132217,0,2,2,164
165.000,1385.245,1272.150,0.296696,0,2,2,165
167.000,1514.011,1261.248,0.110046,0,2,2,167
167.000,1514.493,1260.347,0.106797,0,2,2,167
170.000,1533.730,1319.503,0.104355,0,2,2,170
2.000,1166.480,1771.434,0.547472,0,2,3,2
3.000,1166.446,1772.729,0.734533,0,2,3,3
4.000,1166.454,1773.674,0.730616,0,2,3,4
5.000,1165.942,1774.299,0.737499,0,2,3,5
6.000,1165.135,1774.257,0.761700,0,2,3,6
7.000,1164.238,1773.868,0.747114,0,2,3,7
8.000,1162.351,1773.848,0.679480,0,2,3,8
9.000,1159.093,1772.299,0.714666,0,2,3,9
10.000,1157.422,1771.394,0.694776,0,2,3,10
11.000,1154.338,1769.897,0.778942,0,2,3,11
12.000,1151.738,1767.760,0.378613,0,2,3,12
13.000,1149.351,1766.346,0.279187,0,2,3,13
14.000,1148.552,1766.194,0.419440,0,2,3,14
15.000,1243.083,1684.969,0.698821,0,2,3,15
15.000,1147.321,1766.125,0.568431,0,2,3,15
15.000,1148.019,1766.785,0.462190,0,2,3,15
15.000,1242.143,1685.434,0.163190,0,2,3,15
16.000,1242.493,1685.715,0.755299,0,2,3,16
16.000,1146.837,1766.954,0.437083,0,2,3,16
16.000,1146.159,1765.993,0.418861,0,2,3,16
17.000,1242.522,1686.196,0.740266,0,2,3,17
17.000,1144.118,1765.270,0.254063,0,2,3,17
18.000,1242.482,1686.322,0.728388,0,2,3,18
19.000,1242.053,1686.384,0.724104,0,2,3,19
20.000,1241.298,1686.319,0.740662,0,2,3,20
21.000,1240.755,1686.275,0.752253,0,2,3,21
22.000,1239.915,1685.614,0.735602,0,2,3,22
23.000,1238.817,1684.779,0.637341,0,2,3,23
26.000,1256.410,1681.837,0.204124,0,2,3,26
27.000,1255.957,1682.346,0.439793,0,2,3,27
27.000,1255.449,1683.801,0.230732,0,2,3,27
28.000,1255.494,1684.630,0.530818,0,2,3,28
28.000,1255.913,1683.267,0.363029,0,2,3,28
29.000,1255.033,1684.093,0.599680,0,2,3,29
29.000,1255.127,1682.725,0.409666,0,2,3,29
30.000,1253.877,1683.603,0.535715,0,2,3,30
30.000,1254.426,1682.116,0.369566,0,2,3,30
30.000,1253.577,1676.956,0.122680,0,2,3,30
31.000,1253.499,1683.869,0.671463,0,2,3,31
31.000,1253.747,1682.247,0.144129,0,2,3,31
32.000,1253.516,1684.337,0.712114,0,2,3,32
32.000,1251.222,1685.077,0.131095,0,2,3,32
32.000,1253.403,1682.560,0.118912,0,2,3,32
33.000,1253.162,1684.823,0.669451,0,2,3,33
33.000,1250.976,1685.509,0.243633,0,2,3,33
33.000,1252.769,1683.591,0.135338,0,2,3,33
34.000,1252.584,1684.853,0.606780,0,2,3,34
34.000,1250.768,1685.565,0.346039,0,2,3,34
34.000,1252.121,1683.853,0.105007,0,2,3,34
35.000,1250.315,1684.755,0.626180,0,2,3,35
35.000,1048.778,1796.137,0.325722,0,2,3,35
35.000,1250.807,1684.081,0.163474,0,2,3,35
35.000,1049.883,1795.958,0.121560,0,2,3,35
36.000,1249.122,1684.167,0.655091,0,2,3,36
36.000,1047.802,1795.858,0.572952,0,2,3,36
36.000,1249.443,1684.030,0.246441,0,2,3,36
37.000,1247.205,1683.710,0.635980,0,2,3,37
37.000,1047.344,1795.531,0.432997,0,2,3,37
38.000,1245.759,1682.759,0.646615,0,2,3,38
38.000,1047.174,1795.340,0.348726,0,2,3,38
39.000,1243.896,1681.957,0.690223,0,2,3,39
39.000,1047.602,1794.833,0.309910,0,2,3,39
40.000,1242.120,1681.034,0.658658,0,2,3,40
40.000,1048.418,1794.255,0.317167,0,2,3,40
40.000,1050.419,1793.899,0.137071,0,2,3,40
41.000,1049.056,1793.850,0.614057,0,2,3,41
41.000,1240.459,1680.873,0.524226,0,2,3,41
41.000,1240.940,1682.449,0.177917,0,2,3,41
42.000,1049.002,1793.966,0.709466,0,2,3,42
43.000,1048.887,1793.427,0.679275,0,2,3,43
44.000,1048.086,1792.696,0.523863,0,2,3,44
45.000,1047.109,1791.635,0.571102,0,2,3,45
46.000,1046.266,1791.479,0.648133,0,2,3,46
47.000,1045.511,1791.039,0.668768,0,2,3,47
47.000,1045.104,1792.399,0.109395,0,2,3,47
48.000,1045.051,1790.840,0.718930,0,2,3,48
49.000,1044.059,1790.447,0.692801,0,2,3,49
50.000,1040.888,1788.430,0.374001,0,2,3,50
101.000,1071.604,1564.354,0.622018,0,2,3,101
101.000,1074.464,1568.639,0.240012,0,2,3,101
101.000,1068.212,1559.609,0.126443,0,2,3,101
102.000,1072.706,1564.108,0.692462,0,2,3,102
102.000,1071.052,1562.710,0.183905,0,2,3,102
102.000,1074.069,1571.047,0.162886,0,2,3,102
102.000,1077.437,1563.601,0.117789,0,2,3,102
103.000,1072.075,1560.637,0.798485,0,2,3,103
103.000,1075.829,1561.385,0.198973,0,2,3,103
104.000,1071.717,1560.587,0.759093,0,2,3,104
104.000,1072.995,1566.324,0.514526,0,2,3,104
104.000,1076.043,1560.889,0.231963,0,2,3,104
104.000,1074.383,1574.753,0.104909,0,2,3,104
105.000,1073.447,1567.247,0.591850,0,2,3,105
105.000,1071.961,1561.030,0.538923,0,2,3,105
105.000,1075.464,1570.555,0.286685,0,2,3,105
105.000,1075.306,1561.448,0.260055,0,2,3,105
105.000,1074.047,1576.754,0.129605,0,2,3,105
105.000,1071.279,1556.897,0.128311,0,2,3,105
105.000,1078.115,1569.407,0.102039,0,2,3,105
106.000,1073.222,1566.348,0.491334,0,2,3,106
106.000,1071.855,1561.315,0.371624,0,2,3,106
106.000,1070.827,1556.840,0.235879,0,2,3,106
106.000,1075.824,1570.750,0.157926,0,2,3,106
106.000,1076.307,1560.571,0.124226,0,2,3,106
107.000,1075.051,1559.760,0.206272,0,2,3,107
