axis-0,axis-1,axis-2
3242.686,649.766,136.000
3201.459,738.262,136.000
3244.909,651.037,136.000
3244.957,649.418,137.000
3244.720,648.781,138.000
3244.713,648.388,139.000
3245.345,646.750,139.000
3244.756,648.281,140.000
3245.328,646.317,140.000
3244.396,648.366,141.000
3244.884,646.339,141.000
3244.371,648.473,142.000
3244.837,646.534,142.000
3244.285,648.819,143.000
3243.847,649.179,144.000
3243.048,649.649,145.000
3239.433,648.832,145.000
3235.883,647.898,145.000
3241.684,649.762,146.000
3236.629,648.888,146.000
3234.019,648.340,147.000
3236.926,649.403,147.000
3233.835,648.155,148.000
3239.060,649.406,148.000
3234.877,648.001,149.000
3238.977,649.070,149.000
3235.821,648.012,150.000
3241.481,646.519,150.000
3236.443,647.941,151.000
3242.334,646.585,151.000
3239.704,648.499,151.000
3239.025,647.053,152.000
3242.780,646.819,152.000
3240.527,648.223,152.000
3239.445,646.959,153.000
3240.908,648.175,153.000
3239.065,646.707,154.000
3240.567,647.853,154.000
3239.170,646.450,155.000
3235.278,644.170,155.000
3236.514,646.459,156.000
3235.420,644.299,156.000
3235.436,646.598,157.000
3235.252,644.353,157.000
3236.732,646.668,158.000
3234.463,644.536,158.000
3236.092,646.804,159.000
3234.027,644.443,159.000
3235.924,646.863,160.000
3234.166,644.309,160.000
3235.838,646.809,161.000
3234.572,644.429,161.000
3235.669,646.425,162.000
3234.930,644.158,162.000
3235.517,646.305,163.000
3234.281,644.588,163.000
3235.262,646.494,164.000
3233.615,644.917,164.000
3234.010,648.724,164.000
3234.098,646.043,165.000
3235.393,647.606,165.000
3234.563,644.307,166.000
3234.396,647.664,166.000
3234.976,643.777,167.000
3232.621,648.164,167.000
3234.179,645.539,167.000
3235.327,643.379,168.000
3235.180,645.036,168.000
3233.617,642.500,168.000
3234.057,647.937,168.000
3239.973,644.246,168.000
3233.457,639.291,168.000
3231.792,640.595,168.000
3236.477,642.777,169.000
3233.196,643.273,169.000
3231.146,638.852,169.000
3236.853,642.281,170.000
3236.569,641.744,171.000
3237.013,640.976,172.000
3238.146,640.980,172.000
3251.537,638.266,172.000
3236.711,640.089,173.000
3238.106,638.730,173.000
3238.119,641.079,173.000
3252.694,637.050,173.000
3236.236,639.078,174.000
3237.708,637.889,174.000
3252.703,636.376,174.000
3239.292,642.021,174.000
3236.022,638.622,175.000
3237.302,636.227,175.000
3233.126,640.009,175.000
3239.650,642.435,175.000
3253.867,635.023,175.000
3257.615,631.557,176.000
3235.715,638.284,176.000
3259.897,629.807,177.000
3262.152,628.452,178.000
3263.378,626.599,179.000
3264.963,624.914,180.000
3266.344,624.001,181.000
3267.910,623.213,182.000
3270.046,621.819,182.000
3273.750,619.903,183.000
3271.972,620.887,183.000
3266.040,623.501,183.000
3267.406,621.304,183.000
3269.226,621.859,183.000
3275.708,618.237,184.000
3278.280,616.320,185.000
3280.042,615.157,186.000
3280.598,614.198,186.000
3282.317,613.175,187.000
3281.767,614.363,187.000
3284.206,611.834,188.000
3286.072,610.637,189.000
3287.773,609.749,190.000
3371.622,975.967,194.000
3371.600,974.180,195.000
3371.923,972.458,195.000
3371.409,973.485,196.000
3372.342,971.654,196.000
3370.843,973.645,197.000
3369.692,974.304,198.000
3370.404,973.035,198.000
3369.532,976.415,199.000
3379.711,958.891,199.000
3378.964,959.640,199.000
3121.145,620.060,210.000
3120.454,620.061,211.000
3119.908,621.020,211.000
3118.926,621.872,212.000
3119.429,620.905,212.000
3117.761,622.987,213.000
3115.283,622.751,214.000
3114.988,622.080,215.000
3115.287,621.580,216.000
3115.731,621.427,217.000
3117.161,621.252,218.000
3118.215,620.297,219.000
3119.990,618.391,220.000
3074.109,529.173,220.000
3074.027,531.653,220.000
3121.153,616.585,221.000
3074.683,527.628,221.000
3074.449,529.868,221.000
3075.011,524.971,221.000
3122.794,614.624,222.000
3075.157,526.688,222.000
3075.392,524.702,222.000
3123.913,613.304,223.000
3123.959,612.498,224.000
3124.061,611.676,225.000
3101.328,556.347,230.000
3101.571,555.695,231.000
3101.586,555.386,232.000
3101.848,554.440,233.000
3102.044,553.425,234.000
3102.337,551.812,235.000
3102.047,550.306,236.000
3171.790,638.155,237.000
3101.402,549.934,237.000
3105.363,547.035,237.000
3171.446,637.994,238.000
3108.105,541.611,238.000
3171.242,638.213,239.000
3108.455,540.268,239.000
3109.191,538.834,239.000
3171.100,638.397,240.000
3108.382,538.641,240.000
3102.684,546.714,240.000
3171.114,637.779,241.000
3108.792,537.526,241.000
3108.794,538.508,241.000
3171.460,636.858,242.000
3109.513,535.862,242.000
3172.658,636.309,243.000
3174.592,635.453,244.000
3435.156,1096.497,62.000
3140.840,1026.108,119.000
3394.543,1031.508,131.000
3394.961,1031.305,132.000
3401.923,1028.930,137.000
3402.466,1028.642,138.000
3402.645,1028.341,139.000
3402.513,1027.674,140.000
3439.594,1044.936,184.000
3112.009,1417.103,235.000
3383.645,2232.210,133.000
3979.341,94.281,231.000
3897.917,1035.339,55.000
3899.747,1033.896,56.000
3897.512,1035.751,56.000
3903.090,1032.819,57.000
3810.979,2307.761,73.000
3811.191,2306.928,74.000
3811.338,2306.253,75.000
4027.581,2535.434,141.000
