z,y,x,conf,tile_z,tile_y,tile_x,local_z
219.000,2784.510,2114.664,0.773575,0,5,4,219
220.000,2786.447,2114.118,0.718747,0,5,4,220
221.000,2788.515,2113.475,0.229995,0,5,4,221
221.000,2773.643,2113.802,0.106145,0,5,4,221
249.000,2785.923,2117.412,0.132215,0,5,4,249
250.000,2786.147,2117.735,0.174375,0,5,4,250
250.000,2786.805,2118.952,0.117241,0,5,4,250
251.000,2786.045,2119.149,0.315686,0,5,4,251
251.000,2785.786,2118.093,0.115971,0,5,4,251
252.000,2786.688,2119.797,0.595078,0,5,4,252
252.000,2788.190,2125.452,0.119685,0,5,4,252
253.000,2786.978,2122.199,0.709521,0,5,4,253
253.000,2787.660,2124.106,0.182608,0,5,4,253
254.000,2787.204,2122.494,0.751912,0,5,4,254
254.000,2590.362,2275.606,0.334883,0,5,4,254
254.000,2591.733,2275.459,0.219540,0,5,4,254
255.000,2787.604,2122.312,0.757231,0,5,4,255
255.000,2590.213,2275.932,0.465377,0,5,4,255
255.000,2591.486,2275.492,0.246639,0,5,4,255
255.000,2787.747,2124.125,0.117109,0,5,4,255
256.000,2787.459,2122.785,0.719023,0,5,4,256
256.000,2589.834,2275.987,0.318388,0,5,4,256
256.000,2787.603,2124.685,0.259751,0,5,4,256
257.000,2787.331,2121.804,0.783243,0,5,4,257
257.000,2589.089,2275.268,0.403706,0,5,4,257
257.000,2589.070,2277.360,0.191283,0,5,4,257
258.000,2787.703,2120.383,0.790626,0,5,4,258
258.000,2588.522,2274.650,0.326017,0,5,4,258
259.000,2788.582,2119.638,0.781419,0,5,4,259
259.000,2587.592,2274.186,0.464915,0,5,4,259
260.000,2789.223,2119.276,0.669084,0,5,4,260
260.000,2587.615,2274.149,0.340487,0,5,4,260
261.000,2588.070,2273.319,0.445943,0,5,4,261
262.000,2588.183,2272.823,0.171217,0,5,4,262
262.000,2588.252,2271.546,0.103528,0,5,4,262
263.000,2587.867,2271.231,0.341407,0,5,4,263
263.000,2588.221,2272.226,0.141697,0,5,4,263
264.000,2586.312,2270.611,0.136704,0,5,4,264
264.000,2775.982,2119.474,0.124740,0,5,4,264
292.000,2708.653,2345.755,0.564472,0,5,4,292
292.000,2807.254,2472.950,0.172076,0,5,4,292
293.000,2709.241,2347.059,0.716018,0,5,4,293
293.000,2807.806,2473.916,0.545262,0,5,4,293
294.000,2808.674,2474.782,0.718336,0,5,4,294
294.000,2709.297,2348.303,0.392612,0,5,4,294
295.000,2808.724,2476.083,0.723360,0,5,4,295
295.000,2709.057,2349.758,0.571408,0,5,4,295
296.000,2809.021,2476.479,0.673347,0,5,4,296
296.000,2708.867,2349.815,0.568498,0,5,4,296
297.000,2709.172,2347.745,0.638351,0,5,4,297
297.000,2808.447,2476.108,0.604166,0,5,4,297
297.000,2708.717,2349.331,0.139674,0,5,4,297
298.000,2709.085,2346.702,0.647659,0,5,4,298
298.000,2807.186,2475.531,0.602751,0,5,4,298
299.000,2806.517,2473.927,0.699663,0,5,4,299
300.000,2806.420,2472.132,0.321706,0,5,4,300
313.000,2638.137,2315.666,0.717964,0,5,4,313
314.000,2638.452,2315.822,0.688879,0,5,4,314
315.000,2638.474,2317.423,0.563172,0,5,4,315
316.000,2638.183,2319.027,0.608884,0,5,4,316
317.000,2638.137,2319.472,0.676990,0,5,4,317
317.000,2638.869,2318.173,0.405173,0,5,4,317
318.000,2637.940,2317.780,0.582749,0,5,4,318
319.000,2638.398,2317.075,0.498428,0,5,4,319
319.000,2638.555,2317.643,0.486473,0,5,4,319
320.000,2639.144,2317.545,0.558661,0,5,4,320
320.000,2639.338,2316.783,0.276870,0,5,4,320
330.000,2597.047,2339.733,0.107447,0,5,4,330
331.000,2595.774,2339.546,0.310801,0,5,4,331
331.000,2592.493,2338.586,0.115960,0,5,4,331
332.000,2592.703,2338.833,0.282032,0,5,4,332
332.000,2590.676,2338.168,0.161493,0,5,4,332
337.000,3034.541,2289.197,0.149080,0,5,4,337
337.000,3033.319,2290.128,0.127801,0,5,4,337
340.000,2600.516,2343.335,0.177643,0,5,4,340
341.000,2600.643,2344.266,0.347701,0,5,4,341
341.000,3030.240,2320.035,0.162521,0,5,4,341
342.000,3030.515,2320.557,0.498887,0,5,4,342
342.000,2600.234,2345.452,0.224978,0,5,4,342
343.000,3030.646,2321.357,0.651813,0,5,4,343
344.000,3030.150,2321.934,0.366163,0,5,4,344
293.000,3309.161,641.388,0.136667,0,6,1,293
163.000,3554.301,1281.087,0.308257,0,6,2,163
266.000,3527.241,1112.112,0.123547,0,6,2,266
292.000,3301.473,1232.592,0.153077,0,6,2,292
307.000,3527.967,1044.759,0.169990,0,6,2,307
308.000,3528.382,1044.191,0.304569,0,6,2,308
214.000,3198.159,2203.149,0.434657,0,6,4,214
214.000,3458.394,2298.593,0.223966,0,6,4,214
215.000,3198.287,2203.340,0.787158,0,6,4,215
215.000,3458.226,2297.296,0.550582,0,6,4,215
215.000,3458.052,2298.084,0.327627,0,6,4,215
215.000,3459.189,2315.577,0.220631,0,6,4,215
216.000,3198.012,2203.501,0.806640,0,6,4,216
216.000,3459.163,2297.308,0.704360,0,6,4,216
216.000,3459.365,2315.731,0.275408,0,6,4,216
217.000,3197.642,2203.532,0.795565,0,6,4,217
217.000,3459.076,2298.094,0.732561,0,6,4,217
218.000,3197.484,2203.629,0.765646,0,6,4,218
218.000,3459.103,2298.628,0.691876,0,6,4,218
219.000,3198.068,2204.146,0.789188,0,6,4,219
219.000,3458.934,2299.018,0.716933,0,6,4,219
220.000,3197.711,2204.679,0.772545,0,6,4,220
220.000,3458.596,2299.284,0.660015,0,6,4,220
221.000,3458.476,2299.152,0.734191,0,6,4,221
221.000,3196.937,2205.894,0.206692,0,6,4,221
222.000,3458.728,2299.026,0.714446,0,6,4,222
222.000,3458.416,2297.957,0.236827,0,6,4,222
223.000,3458.871,2299.031,0.419441,0,6,4,223
319.000,3188.908,2137.148,0.416671,0,6,4,319
320.000,3188.521,2137.863,0.650629,0,6,4,320
321.000,3188.709,2137.392,0.682043,0,6,4,321
322.000,3189.533,2137.352,0.704294,0,6,4,322
323.000,3190.001,2137.318,0.738834,0,6,4,323
324.000,3191.031,2137.879,0.693842,0,6,4,324
325.000,3191.873,2138.534,0.606784,0,6,4,325
326.000,3193.385,2140.344,0.253016,0,6,4,326
327.000,3193.882,2142.024,0.180051,0,6,4,327
372.000,3145.548,2088.309,0.300704,0,6,4,372
373.000,3149.790,2088.746,0.661193,0,6,4,373
374.000,3150.036,2087.998,0.745442,0,6,4,374
374.000,3149.212,2087.784,0.360190,0,6,4,374
375.000,3150.008,2087.961,0.694738,0,6,4,375
376.000,3150.374,2088.432,0.696743,0,6,4,376
376.000,3150.472,2089.420,0.362626,0,6,4,376
377.000,3149.625,2089.934,0.617227,0,6,4,377
378.000,3148.480,2091.591,0.575352,0,6,4,378
379.000,3147.700,2091.664,0.569646,0,6,4,379
380.000,3147.118,2090.579,0.122517,0,6,4,380
382.000,3150.168,2096.920,0.108334,0,6,4,382
34.000,3196.749,2577.616,0.155311,0,6,5,34
35.000,3195.600,2579.004,0.273481,0,6,5,35
35.000,3199.177,2582.701,0.114426,0,6,5,35
36.000,3198.458,2583.459,0.175777,0,6,5,36
36.000,3194.740,2580.868,0.168321,0,6,5,36
36.000,3200.917,2586.662,0.148508,0,6,5,36
36.000,3200.448,2583.738,0.120342,0,6,5,36
265.000,3745.138,1354.572,0.293642,0,7,2,265
266.000,3744.719,1354.415,0.224041,0,7,2,266
222.000,3929.913,2169.285,0.101135,0,7,4,222
342.000,4578.167,1659.441,0.189969,0,8,3,342
343.000,4577.486,1659.706,0.433926,0,8,3,343
344.000,4577.019,1660.258,0.431502,0,8,3,344
345.000,4576.550,1661.416,0.306507,0,8,3,345
323.000,4410.755,2283.136,0.102871,0,8,4,323
369.000,4166.460,2066.483,0.171202,0,8,4,369
370.000,4165.327,2066.508,0.174195,0,8,4,370
384.000,4525.451,2785.496,0.231734,0,8,5,384
97.000,4615.666,1120.278,0.230640,0,9,2,97
98.000,4616.038,1119.320,0.204880,0,9,2,98
